DIRECTORIO,TIP_FOR,P1,P1S1,P2,P2S1,P5,CTL_1,P8R,P9,P10R,P11,P12,P13,P15,P16S1,P16S2,P16S3,P16S4,P16S5,P16S6,P16S7,P16S8,P16S9,P17,P17S1,P17S2,P17S3,P17S4,P17S5,P17S6,P17S7,P17S8,P17S9,P17S10,P18,P19,P20,P20S1,P20S2,P20S3,P20S4,P20S5,P20S1A1,P20S2A1,P20S3A1,P20S4A1,P20S5A1,P21,P22,P23,P23S1R,P23S2,P24,P25,P26,P26S1,P26S2,P26S3,P26S4,P26S5,P26S6,P26_1,P26_2S1,P26_2S2,P26_2S3,P26_2S4,P26_2S5,P26_2S6,P26_2S7,P26_2S8,P27,P28R,P29,P30,P30S1,P30S2,P30S3,P30S4,P30S5,P30S6,P30S7,P30S8,P30S9,P30S1A1R,P30S2A1R,P30S3A1R,P30S4A1R,P30S5A1R,P30S6A1R,P30S7A1R,P30S8A1R,P30S9A1R,P30_1,P30_2,P31,P32,P32S1,P32S2,P32S3,P32S4,P32S5,P32S6,P32S7,P32S8,P33,P33S1,P33S2,P33S3,P33S4,P33S5,P33S6,P33_1,P33_2,P33_2S1,P33_2S2,P33_2S3,P33_2S4,P33_2S5,P34,P35,P36R,P37S1,P37S2,P37S3,P37S4,P37S5,P37S6,P37S7,COMPLETA
1121,2,63,63001,1,09,2,1,75,1,3,1,1,3,6,3,3,3,4,4,4,4,4,3,1,,,,,,,,,,1,1,1,,1,2,2,2,2,1,,,,,1,11,,1,2,5,6,,2,2,2,2,2,2,,,,,,,,,,2,8,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1123,2,41,41001,1,08,1,1,26,1,3,1,1,1,6,4,4,4,3,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,11,,12,10,9,2,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,1,2,1,2,2,1,2,2,2,15,,15,,,15,,,,6,2,1,1,,,,,,,,,,2,2,2,2,1,2,2,,2,1,2,2,2,1,,,,,,,,,,1
1124,2,63,63001,1,03,2,1,75,1,3,2,1,3,6,3,3,3,3,3,2,3,4,3,1,,,,,,1,,,,,1,1,,1,1,2,2,2,1,1,,,,1,11,,0,0,11,8,,1,2,1,1,2,1,4,1,1,1,,,,1,1,2,8,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,4,,,,,,,,,,1
1126,2,52,52001,1,11,2,1,48,2,3,1,1,3,6,4,4,3,3,4,3,4,4,4,2,,,,,,,,,,,,,,1,2,2,2,2,2,,,,,1,7,,32,0,8,6,,1,2,1,2,1,2,3,,1,1,1,1,1,1,1,2,8,1,,1,1,1,2,2,1,2,2,1,18,29,30,,,18,,,18,2,3,1,1,,,,,,,,,,2,2,1,2,2,2,1,,1,2,1,2,1,1,,,,,,,,,,1
1128,2,41,41001,1,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,,,,1,,,,1
1130,2,41,41001,1,08,1,1,70,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,50,7,1,9,,2,2,2,2,2,2,,,,,,,,,,1,1,4,,2,2,1,2,2,1,2,2,2,,,16,,,16,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,1,2,,2,2,2,2,2,1,,,,,,,,,,1
1131,2,63,63001,1,09,2,1,66,1,3,2,1,3,6,3,2,4,4,3,1,4,2,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,7,,15,0,6,9,,2,2,2,2,2,2,,,,,,,,,,2,8,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1133,2,41,41001,1,10,1,1,26,2,5,1,1,1,6,4,2,4,4,4,4,4,4,4,1,,,,,,,,,,1,2,1,,2,2,2,2,2,,,,,,1,1,,20,0,1,3,,2,2,2,2,2,2,,,,,,,,,,2,8,4,,1,2,2,1,2,1,2,2,2,20,,,15,,20,,,,4,1,2,,,,,,,,,,,1,1,1,1,1,2,1,,1,2,2,2,2,1,,,,,,,,,,1
1134,2,73,73001,1,11,2,1,75,1,3,1,1,3,6,4,4,2,4,4,4,4,4,3,1,,,,,,,,,1,,9,,,2,2,2,2,2,,,,,,1,7,,15,0,7,6,,1,2,1,2,2,2,3,,1,1,,,,1,1,2,8,4,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
1135,2,63,63001,1,02,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,,1,,,,,,1
1136,2,41,41001,1,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,58,1,,,,,,,1
1137,2,41,41001,1,10,1,1,38,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,4,,15,0,1,3,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,2,2,1,2,2,1,2,2,2,,,22,,,27,,,,6,2,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,1,1,,,,,,,,,,1
1139,2,73,73001,1,11,2,1,67,1,3,1,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,11,,1,6,6,9,,2,2,1,2,2,2,3,,1,1,,,,,1,1,4,4,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1140,2,63,63001,1,03,2,1,48,1,3,2,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,1,,37,0,4,9,,2,2,2,2,1,2,5,,1,1,,,,1,1,1,1,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1141,2,63,63001,1,03,2,1,67,1,3,1,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,6,,0,0,10,9,,2,2,1,2,2,2,3,1,,,,,,,,1,2,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,,1,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
1142,2,41,41001,1,10,1,1,46,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,6,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,3,5,,2,2,1,2,2,1,2,2,2,,,18,,,21,,,,6,2,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1144,2,41,41001,1,10,1,1,46,1,5,2,1,1,6,4,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,22,11,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,9,,1,1,2,2,2,1,2,2,2,15,17,,,,28,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1145,2,52,52001,1,05,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70,,,,1,,,,1
1146,2,73,73001,1,11,2,1,58,1,3,2,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,4,0,7,8,,2,2,1,2,2,2,3,,1,1,,,,,1,1,3,4,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1147,2,63,63001,1,03,2,1,54,1,3,1,1,3,6,2,4,2,3,4,4,4,4,3,1,,,,,,1,,,,,1,1,,2,2,2,2,2,,,,,,1,5,,5,0,6,9,,2,2,2,2,1,2,5,,1,1,,,,1,1,1,2,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1149,2,52,52001,1,05,1,1,61,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,6,,18,0,5,9,,2,1,2,2,1,2,5,1,1,1,,,,,,1,1,5,,2,1,2,2,2,2,2,2,2,,15,,,,,,,,2,,2,,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
1150,2,63,63001,1,02,1,1,17,2,2,1,1,1,6,4,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,0,8,1,1,,1,2,2,2,2,2,1,1,1,,,,,,,1,2,9,,1,2,1,2,2,1,1,2,2,16,,16,,,16,16,,,6,1,2,,,,,,,,,,,1,2,2,2,2,2,2,,2,2,1,2,2,,,,,,,,,,,1
1151,2,52,52001,1,05,1,1,43,1,3,2,1,1,6,4,4,3,3,3,2,4,4,3,1,,,,,1,1,,,,,11,,,1,2,2,2,2,2,,,,,1,1,,22,0,1,7,,2,2,2,2,2,2,,,,,,,,,,1,2,6,,1,1,2,2,1,1,2,1,2,15,30,,,30,15,,30,,6,1,2,,,,,,,,,,,1,2,1,2,2,2,1,,2,2,2,1,1,1,,,,,,,,,,1
1152,2,52,52001,1,05,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,1,,,,,,,1
1153,2,41,41001,1,10,1,1,59,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,7,,10,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,2,2,1,2,2,1,2,2,2,,,20,,,20,,,,6,2,2,,,,,,,,,,,2,2,2,2,1,2,2,,2,2,2,2,1,5,,,,,,,,,,1
1155,2,41,41001,1,01,1,1,61,1,3,1,1,2,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,12,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,1,9,,2,2,1,2,2,2,2,2,2,,,15,,,,,,,3,,2,,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,2,2,3,,,,,,,,,,1
1156,2,63,63001,1,03,2,1,29,1,3,1,1,3,6,3,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,1,0,1,7,,2,2,2,2,1,2,5,,1,1,,,,1,1,1,5,4,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1157,2,63,63001,1,02,1,1,70,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,10,,50,0,11,9,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,1,2,2,2,2,2,2,2,2,15,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,1,2,,2,2,2,2,2,1,,,,,,,,,,1
1160,2,52,52001,1,05,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,,,1,1,,,,1
1163,2,41,41001,1,01,1,1,25,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,1,,,11,,,2,2,2,2,2,,,,,,1,1,,12,8,7,1,,1,2,2,2,2,2,1,1,1,,,,,,,1,2,5,,1,2,2,2,2,1,2,2,2,15,,,,,15,,,,6,1,2,,,,,,,,,,,1,2,1,2,2,2,1,,1,2,1,2,2,1,,,,,,,,,,1
1164,2,63,63001,1,03,2,1,44,1,3,2,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,1,2,2,2,2,2,,,,,1,11,,20,0,7,9,,2,2,2,2,1,2,5,,1,1,,,,1,1,1,2,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,,,,,,,,,,2,2,2,2,1,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1165,2,41,41001,1,10,1,1,29,2,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,4,,10,0,1,5,,2,2,2,2,2,2,,,,,,,,,,1,4,5,,2,2,1,1,2,2,2,2,2,,,17,20,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,1,5,,,,,,,,,,1
1166,2,63,63001,1,02,1,1,31,1,3,1,1,1,6,4,4,3,4,4,4,4,4,4,1,,,,,,,,1,,,3,1,,2,2,2,2,2,,,,,,1,1,,10,0,1,1,,2,2,2,2,2,2,,,,,,,,,,1,4,5,,2,2,2,2,2,1,1,2,2,,,,,,17,17,,,6,1,2,,,,,,,,,,,2,2,2,2,1,2,1,,2,2,2,2,2,1,,,,,,,,,,1
1167,2,73,73001,1,03,1,1,38,2,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,1,,0,2,9,9,,2,2,2,2,2,2,,,,,,,,,,1,3,8,,2,2,2,2,2,1,2,2,2,,,,,,26,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1168,2,52,52001,1,11,2,1,64,1,3,1,1,3,6,3,4,2,4,3,4,4,4,3,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,5,0,9,3,,2,2,1,2,2,2,3,,1,1,1,1,1,1,1,1,2,4,,1,2,1,2,2,1,2,2,1,15,,15,,,15,,,15,6,1,2,,,,,,,,,,,1,1,1,2,2,2,1,,2,2,2,1,1,1,,,,,,,,,,1
1169,2,41,41001,1,03,1,1,51,1,3,1,1,1,6,4,3,4,3,3,2,3,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,4,,20,0,1,3,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,2,2,1,2,2,2,2,2,2,,,20,,,,,,,3,,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,4,,,,,,,,,,1
1171,2,52,52001,1,11,2,1,28,1,3,2,1,3,6,4,3,4,3,3,4,4,3,4,1,,,,,,,,,1,,2,1,,2,2,2,2,1,,,,,2,1,5,,1,6,4,1,,2,2,1,2,2,2,3,,1,1,1,1,,1,1,1,4,1,,1,1,2,2,2,2,2,2,2,24,16,,,,,,,,2,,1,1,,,,,,,,,,1,1,2,2,2,2,1,,2,2,2,1,1,1,,,,,,,,,,1
1172,2,63,63001,1,03,2,1,37,1,3,2,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,1,,,,,2,2,1,,19,0,10,1,,1,2,2,2,1,2,5,,1,1,,,,1,1,1,3,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1173,2,73,73001,1,03,1,1,45,1,6,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,1,2,2,,,2,,,1,7,,30,0,4,3,,1,2,2,2,2,2,1,,1,,,,,,,1,2,1,,2,2,2,2,2,1,2,2,2,,,,,,15,,,,6,3,2,,,,,,,,,,,2,2,2,2,1,2,1,,2,2,2,2,2,5,,,,,,,,,,1
1174,2,52,52001,1,05,1,1,75,1,3,2,1,1,6,4,4,4,4,4,3,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,6,,3,0,4,7,,2,2,2,2,2,2,,,,,,,,,,1,7,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1175,2,63,63001,1,02,1,1,29,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,1,11,,,2,2,2,2,2,,,,,,1,1,,2,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,3,4,,1,1,1,2,1,1,1,2,2,15,15,15,,15,15,15,,,7,2,2,,,,,,,,,,,1,2,1,1,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
1176,2,63,63001,1,02,1,1,37,2,3,2,1,2,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,11,,15,0,11,4,,2,2,2,2,2,2,,,,,,,,,,1,4,9,,1,2,2,1,2,1,2,2,2,24,,,27,,27,,,,1,2,2,,,,,,,,,,,2,1,1,2,2,2,1,,1,1,2,2,1,1,,,,,,,,,,1
1177,2,52,52001,1,11,2,1,28,1,3,2,1,3,6,4,2,3,4,4,4,4,2,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,14,0,1,2,,2,2,1,2,2,2,3,,1,1,1,,1,1,1,1,4,1,,1,2,1,2,2,1,2,2,2,15,,15,,,15,,,,6,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,5,,,,,,,,,,1
1178,2,41,41001,1,08,1,1,20,1,2,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,1,0,1,1,,1,2,2,2,2,2,1,,,1,,,,,,1,2,5,,2,2,2,2,2,1,2,2,2,,,,,,18,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1179,2,54,54001,1,01,2,1,45,1,3,1,1,1,6,4,4,3,2,4,4,4,4,4,1,,,,,,,,,,,9,,,2,2,2,2,2,,,,,,2,1,,2,0,1,3,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,1,1,1,2,2,1,2,2,2,17,17,17,,,28,,,,6,1,2,,,,,,,,,,,1,1,1,1,1,2,1,,1,1,1,1,1,1,,,,,,,,,,1
1180,2,41,41001,1,01,1,1,26,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,15,9,1,1,,1,2,2,2,2,2,1,,1,,,,,,,1,3,5,,1,2,1,2,1,1,2,2,2,15,,15,,15,15,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
1181,2,73,73001,1,03,1,1,46,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,20,0,4,1,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,2,2,2,2,2,1,2,2,2,,,,,,30,,,,6,1,2,,,,,,,,,,,2,1,2,2,2,2,1,,2,2,2,1,2,5,,,,,,,,,,1
1182,2,52,52001,1,11,2,1,24,1,3,2,1,3,6,4,4,4,4,4,2,2,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,1,,10,0,1,5,,2,2,1,2,2,2,3,,1,1,1,1,1,1,1,1,2,4,,1,2,1,2,2,2,2,2,2,16,,15,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1183,2,41,41001,1,08,1,1,21,1,3,2,1,2,6,4,4,4,4,1,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,1,,8,0,1,1,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,2,2,2,1,2,2,2,2,2,,,,15,,,,,,4,,2,,,,,,,,,,,2,2,1,1,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
1184,2,63,63001,1,02,1,1,41,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,20,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,2,2,2,2,2,2,1,2,2,,,,,,,21,,,7,,1,2,,,,,,,1,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
1185,2,41,41001,1,01,1,1,45,1,5,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,5,0,9,3,,2,2,2,2,2,2,,,,,,,,,,1,1,5,,1,1,2,2,2,1,2,2,2,21,18,,,,39,,,,6,2,1,1,,,,,,,,,,1,2,1,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
1186,2,52,52001,1,11,2,1,37,1,3,1,1,3,6,4,4,2,4,4,4,4,4,2,1,,1,,,,,,,,,3,1,,2,2,2,2,2,,,,,,1,1,,20,0,1,3,,2,2,1,2,2,2,3,,1,1,1,1,,1,1,1,2,1,,2,1,2,1,2,2,2,2,2,,15,,15,,,,,,4,,2,,,,,,,,,,,2,1,1,2,1,2,2,,1,2,2,2,2,1,,,,,,,,,,1
1187,2,41,41001,1,08,1,1,27,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,1,2,2,2,2,2,,,,,2,10,,4,0,1,9,,2,1,2,2,2,2,2,,1,,,,,,,1,2,5,,1,2,1,2,2,1,2,2,2,17,,19,,,20,,,,6,1,2,,,,,,,,,,,2,1,1,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
1188,2,41,41001,1,06,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,,,,,,,1
1189,2,54,54001,1,01,2,1,32,2,5,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,1,0,1,9,,2,2,1,2,2,2,3,,1,1,,,,1,1,1,3,9,,1,2,2,2,2,1,2,2,2,19,,,,,19,,,,6,3,1,1,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
1190,2,52,52001,1,11,2,1,33,1,3,2,1,3,6,4,4,3,4,4,4,4,3,4,1,,,,,,,,,,,2,1,,2,2,2,2,2,,,,,,1,5,,1,0,4,1,,2,2,1,2,2,2,3,,1,1,1,,,1,1,1,4,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,1,1,1,,,,,,,,,,1
1191,2,73,73001,1,03,1,1,21,1,3,1,1,1,6,3,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,2,0,1,4,,2,2,2,2,2,2,,,,,,,,,,1,4,5,,1,1,1,1,1,1,2,2,2,15,15,15,15,15,15,,,,6,1,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,5,,,,,,,,,,1
1192,2,54,54001,1,01,2,1,44,1,5,3,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,1,10,,,2,2,2,2,2,,,,,,1,7,,1,0,7,2,,1,1,2,2,2,2,1,,1,,,,,,,1,3,5,,1,2,2,2,2,1,2,2,2,20,,,,,20,,,,6,3,1,2,,,,,,,1,,,2,1,1,2,2,2,1,,1,1,1,1,1,1,,,,,,,,,,1
1193,2,73,73001,1,03,1,1,28,1,5,1,1,1,6,4,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,0,4,1,9,,2,2,2,2,2,2,,,,,,,,,,1,4,1,,1,2,1,2,2,1,2,2,2,15,,15,,,22,,,,6,2,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,1,2,2,1,,,,,,,,,,1
1194,2,47,47001,1,02,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,,1,,,,,,1
1195,2,52,52001,1,11,2,1,45,1,3,1,1,3,6,4,4,3,4,4,4,4,4,3,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,0,8,1,3,,2,2,1,2,2,2,3,,1,1,1,,1,1,1,1,3,6,,1,1,2,2,1,1,2,2,2,44,25,,,15,15,,,,6,1,1,1,,,,,,,,,,2,1,1,2,2,2,1,,1,1,2,2,2,1,,,,,,,,,,1
1196,2,54,54001,1,01,2,1,41,1,3,3,1,1,6,4,4,2,4,4,4,4,4,4,1,,,,,,,,1,,,11,,,2,2,2,2,2,,,,,,1,6,,1,0,5,8,,2,2,1,2,2,2,3,,1,,,,,,1,1,1,5,,1,1,1,2,2,2,2,2,2,15,15,15,,,,,,,3,,1,1,,,,,,,,,,2,2,1,2,2,2,1,,2,2,1,1,2,1,,,,,,,,,,1
1197,2,73,73001,1,03,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,27,,,1,,,,,1
1198,2,41,41001,1,06,1,1,67,1,3,2,1,1,6,4,4,4,4,4,3,4,2,3,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,2,0,7,9,,2,2,2,2,2,2,,,,,,,,,,1,2,4,,1,2,2,2,2,2,2,2,2,65,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,1,,1,2,1,1,1,1,,,,,,,,,,1
1199,2,73,73001,1,11,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,50,,,,,1,,,1
1200,2,54,54001,1,01,2,1,25,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,,11,,,2,2,2,2,2,,,,,,1,7,,5,0,7,1,,1,2,1,2,1,2,1,,1,,,,,,1,1,4,5,,2,2,1,2,2,1,2,2,2,,,18,,,15,,,,6,1,1,1,,,,,,,,,,1,2,1,2,2,2,1,,1,2,2,1,1,1,,,,,,,,,,1
1201,2,52,52001,1,05,1,1,28,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,1,,,11,,,2,2,2,2,2,,,,,,1,6,,16,0,5,3,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,1,1,1,1,1,1,1,1,2,15,18,15,15,15,15,17,19,,6,1,2,,,,,,,,,,,1,2,1,2,2,2,1,,1,2,1,1,2,1,,,,,,,,,,1
